LOCATION,TIME,Value
MDG,2015,1562.305391
MDG,2016,1624.383829
MDG,2017,1601.521574
MDG,2018,1655.481656
MAR,2007,5657.274524
MAR,2008,6042.899269
MAR,2009,6279.693123
MAR,2010,6525.49337
MAR,2011,6938.287763
MAR,2012,6923.247392
MAR,2013,7143.701966
MAR,2014,6900.513126
MAR,2015,7249.966832
MAR,2016,7312.810289
MAR,2017,7581.215412
MAR,2018,7928.326114
SGP,1990,23853.36859
SGP,1991,25570.90078
SGP,1992,27061.47486
SGP,1993,30113.89106
SGP,1994,33110.83404
SGP,1995,35159.63352
SGP,1996,36937.58865
SGP,1997,39360.42293
SGP,1998,37630.9715
SGP,1999,40033.16727
SGP,2000,43863.19343
SGP,2001,43167.22316
SGP,2002,45151.97367
SGP,2003,48789.20612
SGP,2004,54335.93791
SGP,2005,58755.70266
SGP,2006,63960.87209
SGP,2007,68671.21211
SGP,2008,67630.45745
SGP,2009,66190.39688
SGP,2010,75343.9493
SGP,2011,80047.57357
SGP,2012,82072.27916
SGP,2013,83005.68969
SGP,2014,84408.21652
SGP,2015,86972.56307
SGP,2016,89396.72444
SGP,2017,94945.25089
SGP,2018,101280.4135
